,label
5797,2
5798,9
5799,3
5800,4
5801,9
5802,6
5803,4
5804,3
5805,1
5806,7
5807,4
5808,2
5809,3
5810,4
5811,5
5812,2
5813,2
5814,3
5815,7
5816,3
5817,0
5818,9
5819,5
5820,7
5821,0
5822,7
5823,3
5824,6
5825,7
5826,0
5827,4
5828,9
5829,4
5830,9
5831,8
5832,7
5833,2
5834,0
5835,6
5836,1
5837,8
5838,1
5839,8
5840,7
5841,2
5842,1
5843,8
5844,2
5845,2
5846,7
5847,0
5848,8
5849,1
5850,6
5851,9
5852,2
5853,1
5854,2
5855,5
5856,9
5857,6
5858,2
5859,4
5860,6
5861,7
5862,1
5863,8
5864,8
5865,2
5866,4
5867,0
5868,9
5869,3
5870,0
5871,5
5872,1
5873,7
5874,8
5875,0
5876,0
5877,1
5878,2
5879,2
5880,9
5881,0
5882,7
5883,8
5884,6
5885,2
5886,9
5887,0
5888,6
5889,5
5890,4
5891,8
5892,1
5893,9
5894,9
5895,3
5896,5
5897,3
5898,5
5899,7
5900,9
5901,6
5902,6
5903,4
5904,1
5905,5
5906,1
5907,0
5908,7
5909,8
5910,5
5911,0
5912,7
5913,7
5914,8
5915,4
5916,4
5917,5
5918,9
5919,9
5920,0
5921,6
5922,6
5923,8
5924,7
5925,3
5926,0
5927,5
5928,9
5929,0
5930,8
5931,6
5932,0
5933,3
5934,6
5935,7
5936,7
5937,9
5938,6
5939,0
5940,1
5941,2
5942,0
5943,3
5944,7
5945,0
5946,2
5947,3
5948,8
5949,9
5950,7
5951,4
5952,3
5953,2
5954,1
5955,3
5956,9
5957,3
5958,4
5959,1
5960,2
5961,3
5962,0
5963,7
5964,9
5965,9
5966,3
5967,9
5968,1
5969,9
5970,1
5971,4
5972,7
5973,2
5974,9
5975,3
5976,8
5977,3
5978,7
5979,4
5980,6
5981,3
5982,9
5983,6
5984,2
5985,8
5986,1
5987,8
5988,7
5989,6
5990,7
5991,2
5992,3
5993,3
5994,3
5995,4
5996,9
5997,4
5998,9
5999,3
6000,3
6001,7
6002,1
6003,4
6004,1
6005,0
6006,9
6007,2
6008,9
6009,2
6010,8
6011,7
6012,1
6013,7
6014,0
6015,4
6016,4
6017,0
6018,2
6019,4
6020,5
6021,7
6022,3
6023,2
6024,2
6025,8
6026,4
6027,0
6028,7
6029,3
6030,9
6031,4
6032,7
6033,0
6034,8
6035,4
6036,3
6037,1
6038,7
6039,0
6040,3
6041,2
6042,4
6043,8
6044,8
6045,1
6046,1
6047,3
6048,3
6049,3
6050,8
6051,1
6052,9
6053,1
6054,7
6055,2
6056,8
6057,8
6058,6
6059,2
6060,9
6061,1
6062,2
6063,7
6064,4
6065,7
6066,5
6067,3
6068,6
6069,3
6070,0
6071,7
6072,3
6073,9
6074,0
6075,7
6076,4
6077,2
6078,5
6079,4
6080,2
6081,0
6082,0
6083,2
6084,3
6085,1
6086,9
6087,2
6088,3
6089,2
6090,8
6091,5
6092,8
6093,9
6094,2
6095,6
6096,1
6097,3
6098,7
6099,0
6100,4
6101,1
6102,3
6103,2
6104,7
6105,8
6106,3
6107,8
6108,4
6109,5
6110,6
6111,1
6112,8
6113,2
6114,9
6115,2
6116,2
6117,4
6118,5
6119,8
6120,9
6121,0
6122,2
6123,7
6124,7
6125,3
6126,8
6127,4
6128,6
6129,6
6130,6
6131,7
6132,9
6133,3
6134,2
6135,9
6136,8
6137,7
6138,9
6139,3
6140,2
6141,1
6142,8
6143,2
6144,1
6145,9
6146,6
6147,6
6148,5
6149,2
6150,5
6151,6
6152,8
6153,1
6154,1
6155,9
6156,4
6157,0
6158,4
6159,0
6160,2
6161,0
6162,7
6163,4
6164,1
6165,0
6166,4
6167,0
6168,4
6169,2
6170,8
6171,6
6172,1
6173,4
6174,8
6175,4
6176,5
6177,6
6178,3
6179,8
6180,7
6181,9
6182,3
6183,6
6184,7
6185,9
6186,4
6187,1
6188,9
6189,7
6190,8
6191,2
6192,4
6193,9
6194,1
6195,5
6196,3
6197,1
6198,5
6199,0
6200,9
6201,4
6202,1
6203,4
6204,2
6205,6
6206,3
6207,4
6208,9
6209,5
6210,4
6211,8
6212,1
6213,7
6214,1
6215,2
6216,4
6217,0
6218,0
6219,3
6220,8
6221,2
6222,9
6223,9
6224,6
6225,8
6226,6
6227,2
6228,8
6229,7
6230,5
6231,0
6232,5
6233,5
6234,9
6235,4
6236,3
6237,0
6238,7
6239,5
6240,1
6241,6
6242,1
6243,4
6244,1
6245,2
6246,9
6247,9
6248,1
6249,1
6250,2
6251,3
6252,7
6253,9
6254,4
6255,5
6256,4
6257,7
6258,2
6259,2
6260,2
6261,4
6262,0
6263,6
6264,3
6265,6
6266,4
6267,3
6268,4
6269,8
6270,6
6271,4
6272,9
6273,1
6274,6
6275,5
6276,6
6277,0
6278,6
6279,5
6280,0
6281,2
6282,7
6283,1
6284,1
6285,2
6286,2
6287,7
6288,9
6289,3
6290,2
6291,5
6292,5
6293,3
6294,5
6295,4
6296,1
6297,6
6298,5
6299,0
6300,3
6301,6
6302,2
6303,3
6304,8
6305,1
6306,6
6307,7
6308,0
6309,2
6310,4
6311,2
6312,7
6313,5
6314,3
6315,6
6316,0
6317,9
6318,4
6319,2
6320,2
6321,6
6322,0
6323,8
6324,8
6325,5
6326,8
6327,9
6328,2
6329,5
6330,7
6331,9
6332,7
6333,7
6334,7
6335,0
6336,3
6337,0
6338,1
6339,7
6340,4
6341,0
6342,7
6343,7
6344,1
6345,1
6346,8
6347,4
6348,6
6349,5
6350,1
6351,4
6352,9
6353,0
6354,1
6355,1
6356,3
6357,8
6358,3
6359,4
6360,6
6361,4
6362,7
6363,2
6364,7
6365,4
6366,7
6367,1
6368,0
6369,3
6370,9
6371,0
6372,0
6373,6
6374,2
6375,1
6376,3
6377,6
6378,2
6379,9
6380,7
6381,0
6382,4
6383,6
6384,9
6385,0
6386,7
6387,7
6388,5
6389,3
6390,5
6391,9
6392,3
6393,4
6394,3
6395,9
6396,8
6397,5
6398,6
6399,6
6400,8
6401,5
6402,5
6403,2
6404,5
6405,7
6406,7
6407,9
6408,5
6409,6
6410,9
6411,3
6412,5
6413,3
6414,3
6415,4
6416,9
6417,1
6418,0
6419,5
6420,4
6421,4
6422,6
6423,5
6424,2
6425,7
6426,2
6427,1
6428,8
6429,7
6430,8
6431,2
6432,9
6433,9
6434,9
6435,2
6436,1
6437,7
6438,2
6439,9
6440,8
6441,0
6442,4
6443,5
6444,9
6445,7
6446,7
6447,2
6448,3
6449,3
6450,1
6451,7
6452,1
6453,3
6454,2
6455,3
6456,5
6457,3
6458,9
6459,0
6460,8
6461,9
6462,5
6463,7
6464,7
6465,2
6466,7
6467,4
6468,7
6469,1
6470,3
6471,0
6472,7
6473,8
6474,1
6475,8
6476,5
6477,4
6478,0
6479,7
6480,7
6481,9
6482,8
6483,2
6484,9
6485,1
6486,8
6487,8
6488,5
6489,7
6490,1
6491,3
6492,4
6493,1
6494,2
6495,4
6496,8
6497,8
6498,3
6499,3
6500,8
6501,4
6502,5
6503,7
6504,5
6505,1
6506,8
6507,3
6508,2
6509,6
6510,4
6511,0
6512,6
6513,4
6514,8
6515,4
6516,6
6517,0
6518,0
6519,0
6520,7
6521,8
6522,7
6523,3
6524,1
6525,5
6526,0
6527,9
6528,2
6529,0
6530,0
6531,9
6532,0
6533,4
6534,9
6535,3
6536,7
6537,0
6538,6
6539,1
6540,1
6541,5
6542,9
6543,2
6544,4
6545,6
6546,5
6547,1
6548,6
6549,8
6550,4
6551,0
6552,4
6553,6
6554,3
6555,1
6556,4
6557,0
6558,3
6559,7
6560,2
6561,5
6562,9
6563,1
6564,9
6565,1
6566,8
6567,1
6568,9
6569,4
6570,7
6571,2
6572,7
6573,6
6574,9
6575,4
6576,7
6577,5
6578,7
6579,6
6580,5
6581,9
6582,9
6583,2
6584,2
6585,4
6586,0
6587,1
6588,3
6589,4
6590,5
6591,4
6592,4
6593,8
6594,1
6595,3
6596,0
6597,5
6598,9
6599,2
6600,2
6601,2
6602,3
6603,9
6604,3
6605,1
6606,6
6607,8
6608,9
6609,9
6610,8
6611,5
6612,6
6613,2
6614,0
6615,4
6616,9
6617,9
6618,0
6619,0
6620,6
6621,1
6622,4
6623,0
6624,7
6625,4
6626,0
6627,3
6628,4
6629,3
6630,1
6631,0
6632,4
6633,8
6634,7
6635,9
6636,4
6637,3
6638,4
6639,1
6640,5
6641,3
6642,2
6643,0
6644,7
6645,1
6646,4
6647,8
6648,6
6649,9
6650,7
6651,0
6652,1
6653,9
6654,8
6655,3
6656,3
6657,1
6658,9
6659,8
6660,0
6661,6
6662,4
6663,9
6664,7
6665,6
6666,2
6667,5
6668,2
6669,9
6670,8
6671,6
6672,4
6673,8
6674,0
6675,6
6676,2
6677,3
6678,8
6679,5
6680,4
6681,5
6682,0
6683,9
6684,8
6685,2
6686,3
6687,1
6688,7
6689,9
6690,8
6691,8
6692,9
6693,2
6694,8
6695,1
6696,7
6697,2
6698,3
6699,1
6700,0
6701,4
6702,5
6703,9
6704,1
6705,2
6706,1
6707,4
6708,8
6709,8
6710,1
6711,1
6712,3
6713,4
6714,0
6715,4
6716,7
6717,1
6718,4
6719,3
6720,8
6721,5
6722,0
6723,1
6724,8
6725,1
6726,0
6727,1
6728,6
6729,2
6730,5
6731,5
6732,0
6733,6
6734,9
6735,1
6736,8
6737,8
6738,2
6739,9
6740,8
6741,3
6742,3
6743,7
6744,3
6745,0
6746,9
6747,7
6748,2
6749,9
6750,3
6751,5
6752,6
6753,2
6754,9
6755,8
6756,4
6757,1
6758,1
6759,2
6760,7
6761,2
6762,2
6763,0
6764,7
6765,1
6766,7
6767,0
6768,0
6769,2
6770,7
6771,2
6772,2
6773,7
6774,7
6775,2
6776,8
6777,0
6778,1
6779,2
6780,9
6781,8
6782,2
6783,0
6784,3
6785,4
6786,3
6787,4
6788,1
6789,6
6790,3
6791,7
6792,6
6793,5
6794,1
6795,6
6796,2
6797,7
6798,5
6799,8
6800,8
6801,3
6802,1
6803,6
6804,3
6805,1
6806,1
6807,8
6808,5
6809,4
6810,7
6811,3
6812,8
6813,6
6814,0
6815,1
6816,4
6817,4
6818,5
6819,0
6820,8
6821,3
6822,1
6823,8
6824,7
6825,8
6826,4
6827,8
6828,1
6829,9
6830,0
6831,6
6832,0
6833,1
6834,5
6835,4
6836,3
6837,5
6838,8
6839,1
6840,0
6841,1
6842,7
6843,4
6844,6
6845,1
6846,0
6847,5
6848,0
6849,1
6850,3
6851,6
6852,2
6853,7
6854,2
6855,2
6856,9
6857,8
6858,5
6859,3
6860,0
6861,7
6862,3
6863,1
6864,3
6865,7
6866,3
6867,6
6868,8
6869,7
6870,9
6871,1
6872,1
6873,6
6874,5
6875,6
6876,9
6877,6
6878,7
6879,3
6880,0
6881,6
6882,1
6883,2
6884,0
6885,9
6886,9
6887,2
6888,2
6889,9
6890,7
6891,0
6892,7
6893,6
6894,0
6895,0
6896,9
6897,3
6898,4
6899,5
6900,9
6901,9
6902,6
6903,4
6904,3
6905,5
6906,3
6907,7
6908,1
6909,8
6910,4
6911,0
6912,4
6913,5
6914,6
6915,4
6916,0
6917,1
6918,1
6919,1
6920,1
6921,7
6922,0
6923,2
6924,4
6925,5
6926,7
6927,7
6928,8
6929,5
6930,8
6931,5
6932,4
6933,0
6934,2
6935,3
6936,7
6937,7
6938,1
6939,5
6940,4
6941,5
6942,4
6943,6
6944,9
6945,2
6946,6
6947,6
6948,8
6949,1
6950,5
6951,6
6952,3
6953,2
6954,4
6955,6
6956,4
6957,1
6958,0
6959,0
6960,9
6961,7
6962,6
6963,0
6964,9
6965,5
6966,0
6967,5
6968,2
6969,7
6970,8
6971,9
6972,0
6973,1
6974,5
6975,1
6976,5
6977,0
6978,6
6979,9
6980,8
6981,1
6982,9
6983,4
6984,7
6985,4
6986,4
6987,8
6988,4
6989,1
6990,4
6991,1
6992,4
6993,0
6994,8
6995,9
6996,4
6997,5
6998,1
6999,6
7000,3
7001,1
7002,0
7003,8
7004,0
7005,9
7006,0
7007,7
7008,3
7009,2
7010,4
7011,5
7012,7
7013,6
7014,7
7015,8
7016,6
7017,7
7018,1
7019,2
7020,9
7021,1
7022,3
7023,2
7024,8
7025,3
7026,8
7027,1
7028,0
7029,7
7030,0
7031,3
7032,8
7033,4
7034,8
7035,8
7036,4
7037,2
7038,6
7039,8
7040,1
7041,2
7042,0
7043,4
7044,7
7045,6
7046,0
7047,4
7048,7
7049,8
7050,1
7051,2
7052,5
7053,2
7054,4
7055,4
7056,1
7057,3
7058,2
7059,3
7060,7
7061,8
7062,8
7063,5
7064,3
7065,3
7066,9
7067,8
7068,0
7069,8
7070,7
7071,2
7072,3
7073,2
7074,0
7075,0
7076,4
7077,6
7078,2
7079,2
7080,6
7081,6
7082,1
7083,1
7084,4
7085,5
7086,5
7087,7
7088,4
7089,1
7090,8
7091,3
7092,8
7093,7
7094,7
7095,0
7096,0
7097,9
7098,8
7099,5
7100,9
7101,4
7102,5
7103,4
7104,2
7105,9
7106,3
7107,7
7108,7
7109,1
7110,7
7111,4
7112,7
7113,3
7114,9
7115,7
7116,6
7117,1
7118,3
7119,8
7120,5
7121,2
7122,1
7123,2
7124,4
7125,9
7126,2
7127,3
7128,0
7129,8
7130,9
7131,0
7132,6
7133,9
7134,6
7135,2
7136,1
7137,3
7138,0
7139,0
7140,8
7141,5
7142,5
7143,3
7144,0
7145,8
7146,8
7147,2
7148,5
7149,2
7150,0
7151,3
7152,2
7153,3
7154,3
7155,1
7156,1
7157,1
7158,8
7159,6
7160,4
7161,5
7162,1
7163,8
7164,1
7165,8
7166,9
7167,1
7168,4
7169,2
7170,3
7171,3
7172,5
7173,4
7174,6
7175,1
7176,7
7177,4
7178,2
7179,4
7180,9
7181,7
7182,1
7183,2
7184,8
7185,7
7186,8
7187,5
7188,8
7189,5
7190,5
7191,7
7192,0
7193,2
7194,6
7195,3
7196,9
7197,6
7198,3
7199,6
7200,5
7201,8
7202,0
7203,8
7204,2
7205,3
7206,1
7207,2
7208,4
7209,1
7210,9
7211,3
7212,8
7213,8
7214,7
7215,3
7216,9
7217,7
7218,1
7219,7
7220,9
7221,8
7222,9
7223,6
7224,3
7225,1
7226,4
7227,9
7228,6
7229,1
7230,9
7231,8
7232,3
7233,4
7234,4
7235,3
7236,8
7237,2
7238,8
7239,9
7240,7
7241,2
7242,8
7243,8
7244,9
7245,8
7246,3
7247,2
7248,5
7249,0
7250,5
7251,2
7252,9
7253,0
7254,0
7255,8
7256,5
7257,2
7258,8
7259,3
7260,6
7261,1
7262,7
7263,4
7264,8
7265,4
7266,8
7267,0
7268,6
7269,5
7270,6
7271,0
7272,7
7273,0
7274,6
7275,9
7276,8
7277,3
7278,9
7279,2
7280,7
7281,1
7282,5
7283,9
7284,6
7285,8
7286,3
7287,7
7288,6
7289,9
7290,5
7291,2
7292,6
7293,7
7294,8
7295,8
7296,0
7297,3
7298,4
7299,1
7300,8
7301,3
7302,3
7303,1
7304,8
7305,8
7306,0
7307,1
7308,8
7309,9
7310,6
7311,6
7312,3
7313,9
7314,7
7315,9
7316,1
7317,8
7318,7
7319,7
7320,4
7321,5
7322,9
7323,7
7324,4
7325,7
7326,5
7327,6
7328,6
7329,0
7330,8
7331,9
7332,2
7333,1
7334,5
7335,1
7336,7
7337,3
7338,1
7339,8
7340,2
7341,0
7342,9
7343,6
7344,4
7345,8
7346,7
7347,7
7348,4
7349,5
7350,7
7351,6
7352,0
7353,6
7354,7
7355,7
7356,9
7357,3
7358,8
7359,0
7360,5
7361,9
7362,1
7363,5
7364,6
7365,4
7366,5
7367,7
7368,5
7369,9
7370,3
7371,0
7372,2
7373,7
7374,4
7375,2
7376,0
7377,4
7378,0
7379,1
7380,3
7381,1
7382,2
7383,8
7384,6
7385,5
7386,1
7387,1
7388,8
7389,1
7390,3
7391,1
7392,2
7393,8
7394,8
7395,1
7396,2
7397,6
7398,9
7399,2
7400,9
7401,4
7402,2
7403,5
7404,5
7405,9
7406,0
7407,3
7408,9
7409,4
7410,6
7411,9
7412,3
7413,5
7414,6
7415,0
7416,0
7417,4
7418,6
7419,8
7420,0
7421,5
7422,2
7423,8
7424,1
7425,5
7426,0
7427,7
7428,2
7429,3
7430,9
7431,2
7432,1
7433,1
7434,2
7435,3
7436,8
7437,6
7438,8
7439,7
7440,6
7441,4
7442,6
7443,1
7444,5
7445,6
7446,3
7447,0
7448,9
7449,3
7450,4
7451,1
7452,0
7453,6
7454,8
7455,2
7456,4
7457,5
7458,4
7459,1
7460,1
7461,0
7462,9
7463,8
7464,6
7465,3
7466,7
7467,3
7468,0
7469,7
7470,8
7471,0
7472,5
7473,4
7474,7
7475,0
7476,3
7477,4
7478,8
7479,6
7480,3
7481,2
7482,2
7483,4
7484,6
7485,9
7486,6
7487,3
7488,4
7489,4
7490,3
7491,5
7492,9
7493,3
7494,2
7495,6
7496,9
7497,4
7498,9
7499,7
7500,5
7501,0
7502,8
7503,0
7504,9
7505,5
7506,2
7507,3
7508,1
7509,7
7510,2
7511,6
7512,6
7513,9
7514,3
7515,0
7516,0
7517,9
7518,2
7519,2
7520,0
7521,9
7522,8
7523,5
7524,7
7525,1
7526,3
7527,9
7528,1
7529,7
7530,7
7531,1
7532,7
7533,5
7534,6
7535,8
7536,2
7537,6
7538,7
7539,9
7540,6
7541,3
7542,2
7543,0
7544,6
7545,5
7546,0
7547,3
7548,0
7549,9
7550,8
7551,7
7552,5
7553,0
7554,0
7555,6
7556,1
7557,8
7558,7
7559,7
7560,8
7561,4
7562,7
7563,4
7564,5
7565,8
7566,3
7567,4
7568,8
7569,2
7570,1
7571,4
7572,1
7573,1
7574,5
7575,6
7576,1
7577,5
7578,5
7579,6
7580,0
7581,5
7582,0
7583,8
7584,4
7585,8
7586,3
7587,5
7588,3
7589,3
7590,5
7591,1
7592,7
7593,6
7594,0
7595,9
7596,8
7597,9
7598,2
7599,1
7600,1
7601,9
7602,6
7603,4
7604,9
7605,9
7606,8
7607,3
7608,3
7609,1
7610,1
7611,8
7612,8
7613,2
7614,2
7615,2
7616,6
7617,9
7618,1
7619,0
7620,1
7621,9
7622,0
7623,2
7624,8
7625,0
7626,4
7627,2
7628,2
7629,1
7630,6
7631,7
7632,8
7633,7
7634,1
7635,9
7636,4
7637,4
7638,4
7639,2
7640,9
7641,0
7642,6
7643,6
7644,1
7645,3
7646,7
7647,8
7648,2
7649,4
7650,8
7651,1
7652,0
7653,3
7654,7
7655,5
7656,2
7657,3
7658,9
7659,1
7660,9
7661,1
7662,8
7663,4
7664,4
7665,4
7666,1
7667,8
7668,3
7669,7
7670,2
7671,0
7672,7
7673,4
7674,1
7675,0
7676,9
7677,6
7678,3
7679,2
7680,7
7681,9
7682,6
7683,9
7684,2
7685,3
7686,7
7687,9
7688,5
7689,0
7690,2
7691,0
7692,3
7693,3
7694,9
7695,1
7696,7
7697,3
7698,5
7699,5
7700,5
7701,9
7702,7
7703,1
7704,2
7705,7
7706,2
7707,7
7708,8
7709,7
7710,2
7711,5
7712,2
7713,0
7714,6
7715,3
7716,9
7717,8
7718,7
7719,0
7720,0
7721,6
7722,6
7723,0
7724,3
7725,2
7726,6
7727,3
7728,0
7729,3
7730,4
7731,7
7732,2
7733,0
7734,7
7735,4
7736,9
7737,3
7738,5
7739,0
7740,0
7741,2
7742,4
7743,3
7744,3
7745,1
7746,4
7747,4
7748,6
7749,5
7750,8
7751,7
7752,6
7753,1
7754,8
7755,3
7756,5
7757,8
7758,9
7759,9
7760,3
7761,5
7762,5
7763,9
7764,4
7765,0
7766,3
7767,9
7768,9
7769,7
7770,6
7771,7
7772,3
7773,0
7774,6
7775,5
7776,3
7777,5
7778,3
7779,1
7780,2
7781,1
7782,6
7783,1
7784,9
7785,3
7786,6
7787,4
7788,8
7789,1
7790,3
7791,7
7792,9
7793,2
7794,7
7795,7
7796,0
7797,4
7798,5
7799,4
7800,6
7801,7
7802,8
7803,6
7804,6
7805,6
7806,9
7807,0
7808,5
7809,6
7810,2
7811,5
7812,0
7813,8
7814,8
7815,0
7816,3
7817,1
7818,3
7819,0
7820,3
7821,1
7822,4
7823,2
7824,4
7825,3
7826,3
7827,2
7828,3
7829,3
7830,3
7831,4
7832,4
7833,6
7834,0
7835,5
7836,9
7837,9
7838,1
7839,3
7840,9
7841,8
7842,5
7843,7
7844,0
7845,1
7846,2
7847,6
7848,3
7849,4
7850,4
7851,0
7852,3
7853,2
7854,0
7855,3
7856,4
7857,2
7858,6
7859,1
7860,5
7861,6
7862,3
7863,9
7864,7
7865,4
7866,6
7867,1
7868,6
7869,1
7870,7
7871,8
7872,5
7873,9
7874,2
7875,4
7876,1
7877,1
7878,6
7879,7
7880,7
7881,4
7882,2
7883,3
7884,5
7885,7
7886,1
7887,7
7888,5
7889,5
7890,4
7891,7
7892,5
7893,8
7894,6
7895,8
7896,5
7897,9
7898,4
7899,8
7900,4
7901,7
7902,0
7903,0
7904,3
7905,0
7906,0
7907,8
7908,4
7909,4
7910,5
7911,5
7912,9
7913,9
7914,9
7915,1
7916,6
7917,9
7918,7
7919,6
7920,9
7921,5
7922,2
7923,7
7924,4
7925,9
7926,7
7927,1
7928,1
7929,3
7930,0
7931,0
7932,8
7933,1
7934,6
7935,7
7936,5
7937,4
7938,2
7939,8
7940,6
7941,2
7942,6
7943,7
7944,2
7945,4
7946,1
7947,5
7948,3
7949,1
7950,0
7951,0
7952,5
7953,2
7954,9
7955,4
7956,8
7957,9
7958,0
7959,8
7960,4
7961,9
7962,4
7963,8
7964,2
7965,1
7966,9
7967,9
7968,8
7969,8
7970,8
7971,9
7972,8
7973,6
7974,0
7975,2
7976,4
7977,2
7978,9
7979,6
7980,8
7981,5
7982,8
7983,3
7984,3
7985,0
7986,0
7987,4
7988,7
7989,4
7990,3
7991,4
7992,5
7993,1
7994,6
7995,4
7996,1
7997,1
7998,0
7999,7
8000,0
8001,2
8002,2
8003,9
8004,2
8005,9
8006,5
8007,8
8008,2
8009,7
8010,4
8011,3
8012,6
8013,9
8014,8
8015,8
8016,3
8017,2
8018,4
8019,3
8020,0
8021,9
8022,9
8023,4
8024,1
8025,2
8026,5
8027,3
8028,3
8029,2
8030,8
8031,8
8032,5
8033,7
8034,6
8035,8
8036,5
8037,4
8038,8
8039,1
8040,0
8041,7
8042,5
8043,4
8044,6
8045,9
8046,4
8047,5
8048,6
8049,5
8050,6
8051,6
8052,3
8053,8
8054,7
8055,3
8056,4
8057,1
8058,1
8059,4
8060,9
8061,1
8062,3
8063,7
8064,7
8065,2
8066,6
8067,4
8068,7
8069,0
8070,1
8071,2
8072,9
8073,6
8074,9
8075,3
8076,6
8077,5
8078,8
8079,7
8080,2
8081,4
8082,7
8083,7
8084,6
8085,8
8086,0
8087,4
8088,9
8089,3
8090,1
8091,3
8092,9
8093,6
8094,3
8095,5
8096,0
8097,7
8098,2
8099,4
8100,6
8101,0
8102,2
8103,7
8104,5
8105,7
8106,0
8107,9
8108,7
8109,9
8110,2
8111,6
8112,4
8113,3
8114,6
8115,8
8116,0
8117,7
8118,8
8119,8
8120,0
8121,5
8122,4
8123,6
8124,2
8125,7
8126,7
8127,6
8128,6
8129,3
8130,4
8131,7
8132,2
8133,0
8134,4
8135,1
8136,4
8137,0
8138,4
8139,9
8140,8
8141,6
8142,0
8143,2
8144,9
8145,3
8146,9
8147,2
8148,9
8149,7
8150,3
8151,8
8152,5
8153,9
8154,5
8155,7
8156,7
8157,1
8158,9
8159,1
8160,3
8161,1
8162,5
8163,4
8164,3
8165,5
8166,1
8167,6
8168,2
8169,2
8170,8
8171,7
8172,8
8173,0
8174,8
8175,8
8176,8
8177,0
8178,4
8179,3
8180,6
8181,9
8182,3
8183,8
8184,4
8185,1
8186,8
8187,2
8188,4
8189,1
8190,2
8191,9
8192,3
8193,6
8194,3
8195,9
8196,5
8197,3
8198,6
8199,0
8200,5
8201,5
8202,1
8203,4
8204,8
8205,5
8206,6
8207,2
8208,1
8209,7
8210,1
8211,0
8212,4
8213,3
8214,0
8215,4
8216,1
8217,4
8218,9
8219,4
8220,5
8221,5
8222,1
8223,0
8224,3
8225,7
8226,9
8227,5
8228,7
8229,8
8230,3
8231,1
8232,6
8233,3
8234,3
8235,5
8236,2
8237,4
8238,7
8239,4
8240,3
8241,0
8242,0
8243,1
8244,9
8245,8
8246,4
8247,5
8248,7
8249,2
8250,1
8251,0
8252,6
8253,7
8254,6
8255,0
8256,1
8257,4
8258,7
8259,7
8260,7
8261,7
8262,6
8263,1
8264,0
8265,2
8266,9
8267,2
8268,5
8269,1
8270,5
8271,7
8272,4
8273,1
8274,0
8275,8
8276,7
8277,1
8278,2
8279,1
8280,9
8281,2
8282,6
8283,9
8284,7
8285,0
8286,8
8287,1
8288,7
8289,3
8290,1
8291,6
8292,9
8293,6
8294,1
8295,8
8296,3
8297,7
8298,0
8299,2
8300,7
8301,9
8302,5
8303,1
8304,0
8305,1
8306,9
8307,2
8308,4
8309,4
8310,2
8311,0
8312,1
8313,0
8314,3
8315,7
8316,2
8317,8
8318,2
8319,7
8320,2
8321,8
8322,0
8323,7
8324,6
8325,8
8326,5
8327,5
8328,5
8329,2
8330,5
8331,0
8332,5
8333,1
8334,1
8335,8
8336,0
8337,8
8338,3
8339,3
8340,5
8341,8
8342,6
8343,2
8344,5
8345,7
8346,1
8347,7
8348,0
8349,6
8350,1
8351,0
8352,9
8353,5
8354,6
8355,1
8356,3
8357,7
8358,9
8359,2
8360,7
8361,0
8362,2
8363,2
8364,6
8365,3
8366,0
8367,0
8368,5
8369,5
8370,1
8371,1
8372,8
8373,9
8374,2
8375,9
8376,7
8377,4
8378,8
8379,7
8380,8
8381,7
8382,3
8383,9
8384,4
8385,9
8386,0
8387,7
8388,4
8389,3
8390,3
8391,3
8392,7
8393,1
8394,8
8395,4
8396,9
8397,3
8398,0
8399,9
8400,6
8401,5
8402,3
8403,4
8404,7
8405,8
8406,6
8407,7
8408,0
8409,9
8410,9
8411,7
8412,6
8413,9
8414,9
8415,3
8416,1
8417,6
8418,3
8419,0
8420,6
8421,6
8422,5
8423,6
8424,0
8425,6
8426,9
8427,5
8428,8
8429,0
8430,5
8431,0
8432,4
8433,0
8434,3
8435,1
8436,3
8437,7
8438,1
8439,3
8440,3
8441,7
8442,0
8443,7
8444,3
8445,3
8446,1
8447,7
8448,8
8449,8
8450,2
8451,4
8452,0
8453,6
8454,6
8455,1
8456,5
8457,0
8458,4
8459,4
8460,8
8461,6
8462,0
8463,7
8464,6
8465,3
8466,4
8467,2
8468,6
8469,7
8470,6
8471,8
8472,7
8473,2
8474,5
8475,7
8476,1
8477,2
8478,2
8479,1
8480,4
8481,7
8482,7
8483,4
8484,5
8485,4
8486,0
8487,1
8488,7
8489,2
8490,3
8491,2
8492,2
8493,8
8494,4
8495,0
8496,4
8497,1
8498,8
8499,1
8500,2
8501,4
8502,0
8503,6
8504,6
8505,5
8506,7
8507,5
8508,1
8509,6
8510,1
8511,5
8512,7
8513,2
8514,8
8515,0
8516,3
8517,8
8518,3
8519,2
8520,9
8521,3
8522,4
8523,6
8524,8
8525,9
8526,2
8527,1
8528,2
8529,3
8530,3
8531,7
8532,9
8533,4
8534,8
8535,2
8536,2
8537,5
8538,6
8539,9
8540,4
8541,2
8542,7
8543,3
8544,6
8545,1
8546,7
8547,6
8548,5
8549,2
8550,2
8551,1
8552,0
8553,5
8554,7
8555,7
8556,3
8557,5
8558,3
8559,7
8560,1
8561,2
8562,0
8563,0
8564,8
8565,6
8566,9
8567,3
8568,3
8569,0
8570,3
8571,9
8572,8
8573,7
8574,0
8575,0
8576,7
8577,3
8578,8
8579,3
8580,4
8581,6
8582,9
8583,2
8584,6
8585,4
8586,5
8587,9
8588,8
8589,3
8590,6
8591,7
8592,7
8593,7
8594,3
8595,9
